Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
Apex Legends,2019-02-04,Teen,3.64,"Action, Shooter","PlayStation 4, Nintendo Switch, macOS, PC, Xbox One",80,Electronic Arts,"Multiplayer, Full controller support, Atmospheric, Co-op, First-Person, Sci-fi, FPS, Online Co-Op, Exploration, Survival, Free to Play, Action-Adventure, Tactical, Dark, PvP, Character Customization, Cinematic, combat, Team-Based, Cyberpunk, Battle Royale, Hero Shooter, lootboxes","Conquer with character in Apex Legends, a free-to-play* Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experienceall within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.

Characters you can play as: Caustic, Bangalore, Bloodhound, ",https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg
The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,Mature,4.16,RPG,"macOS, PC, Xbox 360",88,"1C-SoftClub, CD PROJEKT RED","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Fantasy, Difficult, Steam Leaderboards, Dark, Nudity, Choices Matter, Dark Fantasy, Mature, Medieval, Magic, Multiple Endings, Based On A Novel, Nonlinear","The player is Geralt of Rivia, infamous monster slayer. In the second game of the series, titular witcher is involved in the inner conflicts of Temeria, where he stopped the rebellion and was hired as a bodyguard of Temerian King Foltest. Eventually, Foltest was assassinated by a witcher-like assassin, and the only person fitting the description was Geralt. 
The game combat system was reworked, in order to add traps and ranged throwing weapon, giving players more control over the course of the ",https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg
The Witcher: Enhanced Edition Director's Cut,2008-09-16,Mature,4.06,"Action, RPG","PC, macOS",86,"1C-SoftClub, CD PROJEKT RED, Atari","Singleplayer, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Fantasy, Classic, Action RPG, Nudity, Choices Matter, Dark Fantasy, Mature, Medieval, Magic, Multiple Endings, Based On A Novel","The Witcher is the very first instalment of the series that follows the story of Geralt from Rivia. Being found unconscious on the battlefield he must retrieve his memory and help the emperor's daughter, Adda to stop her from turning in to a feral monster. Facing the biggest enemy, Salamander, Geralt must also help all the fractions around the world to find peace between each other.

The fighting system is very flexible. Choosing from three different styles, you can adapt Geralt for any kind of ",https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg
Grand Theft Auto: San Andreas,2004-10-26,Mature,4.5,Action,"macOS, PC, iOS, Xbox, Android, PlayStation 4, PlayStation 3, PlayStation 2, Xbox 360, Xbox One",93,"Capcom, Rockstar Games, 1C-SoftClub","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Partial Controller Support, Funny, Classic, Sandbox, Comedy, Moddable, Mature, Crime, Driving, first person mod, Remote Play on Tablet, Remote Play on Phone, controversial, karaihb","Grand Theft Auto - San Andreas is the seventh entry in the series in the GTA franchise, but only second big title after GTA - Vice City. Setting up in fictional state San Andreas, you follow the story of CJ, a member of one of the multiple gangs in the city. CJ's family is being attacked in drive shooting which resulted in the death of CJ's mother, so he returns to home from Liberty City. Meeting the rest of the family at his mom's funeral, he decides to rebuild the gang and gain control of the ",https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg
Half-Life 2: Lost Coast,2005-10-27,Mature,3.45,Action,"macOS, Linux, PC",,Valve,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, First-Person, Sci-fi, FPS, Classic, Free to Play, Short, Futuristic, Aliens, Dystopian, Commentary available, Illuminati, Silent Protagonist, Benchmark","Essentially a tech demo, Half-Life 2: Lost Coast sole purpose was to show off the new high-dynamic-range-rendering of the Source engine, it was a welcome addition to the franchise. Its a free addition to the game that can be downloaded through Steam by the owners of Half-Life 2. Gordon Freeman founds himself near a group of decaying piers, fully armed and ready to explore the monastery above him, fighting through the Combine forces.
High-dynamic-range-rendering introduced realistic lighting e",https://media.rawg.io/media/games/b7b/b7b8381707152afc7d91f5d95de70e39.jpg
Middle-earth: Shadow of Mordor,2014-09-30,Mature,3.9,"Action, RPG","Linux, Xbox One, Xbox 360, PlayStation 3, PlayStation 4, macOS, PC",85,"Feral Interactive, Warner Bros. Interactive","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Story Rich, Open World, Third Person, Fantasy, Gore, Sandbox, Stealth, Action RPG, Hack and Slash, Dark Fantasy, Magic, Parkour, Assassin, Lore-Rich, Based On A Novel, steam, category, microtranzations","Lord of the rings franchise brought a new title to the collection, an open world action-adventure game, that follows Talion, Gondor captain, that survived the sacrifice that was meant to bring the Elf Lord Celebrimbor as a wraith. Losing his wife and his son, Talion is merged with Celebrimor, escaping death.  Players will have to gain EXP in order to upgrade abilities through completing various missions and defeating Uruk warlords. Some missions might require special conditions for the greater r",https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg
The Walking Dead: Season 1,2012-04-23,Mature,4.36,"Action, Adventure","Android, PS Vita, macOS, PC, iOS, PlayStation 4, PlayStation 3, Xbox 360, Nintendo Switch, Xbox One",92,Telltale Games,"Singleplayer, Full controller support, Atmospheric, Story Rich, Third Person, Horror, Gore, Survival, Zombies, Point & Click, Post-apocalyptic, Choices Matter, Mature, Visual Novel, Drama, Episodic, Comic Book, Choose Your Own Adventure, Quick-Time Events","The Walking Dead is a five-part game series set in the same universe as Robert Kirkmans award-winning comic book series. Play as Lee Everett, a convicted criminal, who has been given a second chance at life in a world devastated by the undead. With corpses returning to life and survivors stopping at nothing to maintain their own safety, protecting an orphaned girl named Clementine may offer him redemption in a world gone to hell.
A continuing story of adventure horror spanning across 5 episode",https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg
Hollow Knight,2017-02-23,Everyone 10+,4.4,"Action, Indie, Platformer","PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One",88,Team Cherry,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, 2D, Difficult, Exploration, Controller, controller support, Cute, Dark Fantasy, Side Scroller, Multiple Endings, Metroidvania, Hand-drawn, Gothic","Hollow Knight is a Metroidvania-type game developed by an indie studio named Team Cherry.

Most of the game's story is told through the in-world items, tablets, and thoughts of other characters. Many plot aspects are told to the player indirectly or through the secret areas that provide a bit of lore in addition to an upgrade. At the beginning of the game, the player visits a town of Dirtmouth. A town built above the ruins of Hallownest. The players descend down into the ruins to find some ans",https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg
Little Nightmares,2017-04-27,N/A,4.04,"Action, Adventure, Platformer","iOS, PlayStation 4, PC, Xbox One, Nintendo Switch",81,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, Playdigious","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Third Person, Horror, Female Protagonist, Stealth, Dark, Survival Horror, controller support, Short, achievements, Puzzle-Platformer, 2.5D","Heavily inspired by Limbo and Inside, Little Nightmares are telling a story of another lost child. Six is a starving little girl in a yellow raincoat, which is trapped in a mysterious vessel named the Maw. Players are taking control of Sixs movement, in order to help her escape the ship and dangerous inhabitants, thats been kidnaping and preparing children to be served as a feast for the Guests. 
The control scheme is not including any combat moves, leaving players defenseless against any thre",https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg
BioShock 2,2010-02-09,N/A,4.07,"Action, Shooter","PlayStation 4, Xbox One, Nintendo Switch, PC, macOS, Xbox 360, PlayStation 3",88,"2K Games, Feral Interactive","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, First-Person, Sci-fi, Horror, FPS, Action RPG, Dark, Dystopian, Linear, Steampunk, Underwater, Philisophical","The second game returns us to the city of Rapture, on the New Years Eve, but this time player takes control of Subject Delta, Big Daddy, thats been separated from his little sister and has been forced to shoot himself 2 years before the events of the first game took place. And after his awakening 10 years later, players will help to save the last sane citizens of Rapture. As seen in the previous game, the player will have access to new weapons, unique to Big Daddies, power drill and a rivet gu",https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg
Half-Life,1998-11-19,Mature,4.37,"Action, Shooter","Linux, macOS, PC, Dreamcast, PlayStation 2",96,"Valve, Sierra Entertainment","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, FPS, Funny, Difficult, Classic, Retro, Moddable, Aliens, Valve Anti-Cheat enabled, Linear, 1990's, Silent Protagonist, vr mod","Half-Life is the original game in the series. Being a revolutionary at the time, we follow the story of Gordon Freeman - a silent scientist at the facility called Black Mesa. Arriving late at work and hastily doing his routine he runs into the experiment field. However, the experiment goes completely wrong and opens a portal to a completely different dimension called Xen. The laboratory is destroyed as well as the facility itself, as unknown creatures like Vortigaunts are now everywhere in the f",https://media.rawg.io/media/games/6c5/6c55e22185876626881b76c11922b073.jpg
Half-Life 2: Episode One,2006-06-01,Mature,4.38,"Action, Shooter","Linux, PC, Xbox 360, Android, macOS",87,Valve,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, Partial Controller Support, FPS, Classic, stats, Zombies, Moddable, Captions available, Short, Cinematic, Aliens, Dystopian, Commentary available, Episodic, Includes Source SDK, Silent Protagonist","Direct continuation of the Half-Life 2, Episode One serves as a direct sequel to the story. After the mystically assisted escape from the citadel, Gordon and Alyx are reunited outside, but the Citadel core became unstable and will imminently self-destruct. And the only way to save citizens of City 17 is to re-enter the decaying building and slow down the destruction for long enough, to evacuate the civilians and families. 
Continuation of the story uses the same Source engine, and players will h",https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg
Half-Life 2: Deathmatch,2004-11-01,Mature,3.28,Action,"Linux, macOS, PC",,Valve,"Multiplayer, Atmospheric, Co-op, cooperative, First-Person, Sci-fi, FPS, Funny, Free to Play, Physics, Competitive, Valve Anti-Cheat enabled, Includes Source SDK","Upon the release of Half-Life 2 players were greatly disappointed in one thing, and thats the lack of multiplayer. Granted, single-player campaign of Half-Life 2 was impressive, but weapons that have been demonstrated in it made players curious. They questioned if the experience was complete because the first Half-Life included multiplayer mode from the beginning. Valve took the criticism and published Half-Life 2: Deathmatch  multiplayer only addition, based on the main game, which was a sepa",https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg
